"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M86HU474","thesis","2019","Grandiosa, Roffi","Investigation of the Pathophysiology of the New Zealand Black-Footed Abalone (Haliotis iris)","","","","","https://hdl.handle.net/10292/13037","This study was conducted to improve the knowledge regarding the immunological aspects of the New Zealand Blackfooted abalone (H. iris), to anticipate future occurrence of disease and to establish environmental-friendly therapeutic strategies in regards to the H. iris immune system. An initial study to identify the immunological aspects were by conducting characterization upon haemocytes using a combination of classical and novel (flow cytometry with Sysmex XN-1000 and Muse® Cell analyser) techniques. Two types of haemocytes were identified in this study, including type I (monocyte-like) and type II (lymphocyte-like) cells. Monocyte-like cells showed higher phagocytic activity when encountering Zymosan A particles compared to lymphocyte-like cells. The ability to successfully prepare and preserve haemocyte cells for microscopy and flow cytometry is critical for further investigation of the abalone immune system. Therefore, the study to apply different antiaggregants and handling protocols was conducted upon New Zealand black-footed abalone (H. iris) haemocytes. Results showed that Alsever’s solution was an effective antiaggregant, whereas K2EDTA Microtainer® tubes was similarly as effective as Alsever’s solution. However, the influence of different mixing techniques of K2EDTA Microtainer® tubes should be noticed. Observation of the immune capacity in juvenile New Zealand Black-footed abalone (H. iris) was assessed by conducting an experiment with probiotic enriched diet. Two groups of abalone were fed over a four-month period with different diets: one control and the other a probiotic diet enriched with Exiguobacterium JHEb1), 7x105 (Vibrio JH1) and 4.10x108 (Enterococcus JHLDc) CFU g-1 feed. Results showed that in comparison to control abalone (fed with the same diet but no probiotics), the probiotic fed abalone had a significantly higher (p < 0.05) total haemocyte count (1.9x106 cells), higher viable cell counts (90.77%), higher reactive oxygen species (ROS) positive haemocyte cells (12.03%) and a higher ...","2019","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","Auckland University of Technology","","en","","","","","","","","","","","Probiotics; Abalone; Haliotis; Immunology; Iris; Metabolomics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7E9LAZGT","thesis","2006","THES","The use of physiological parameters in the management of the South African abalone (Haliotis midae) aquaculture systems in South Africa","","","","","http://hdl.handle.net/10394/1145","Thesis (Ph.D. (Zoology))--North-West University, Potchefstroom Campus, 2007. ; The aquaculture of the South African abalone (Haliotis midae) is the most lucrative and fastest growing division of Southern African mariculture. This industry is driven by a demand far exceeding supply, and natural stocks at the brink of depletion. A study was launched to gather clues from the basic physiological constituents in abalone, which will help in the management of abalone farms in South Africa. In 2003 an intensive literature study was launched to assess the availability of literature on abalone research, and to find research trends in published literature. From 2003 to 2005, basic physiological constituents (Including glucose, glycogen, proteins and lipids) were studied in abalone from six farms in South Africa. A two phased approach was followed, the first of which was an exploratory phase (2003 - 2004) where physiological constituents were studied six-weekly in the muscle tissue and digestive gland of abalone, in two size classes (±50 mm and 70 mm shell length) and four feeding regimes (natural, artificial and two rotational feeds), from one farm. At the end of Phase one, a single live export simulation trial was conducted following standard farm protocols. In Phase two (2004 - 2005), physiological constituents were studied seasonally in the muscle tissue and haemolymph of abalone, in two size classes (±50 mm and 70 mm shell length) and on two dietary regimes (natural and artificial feed), from five abalone farms, of which two had to withdraw from the project. Live export simulations were conducted seasonally in phase two. South Africa is one of the world leaders in publishing abalone research. The main focus of research in South Africa is on the development and enhancement of artificial diets. There is, however, a need for abalone research in South Africa to be diversified. Owing to the variety of functions of the digestive gland, physiological constituents studied in this organ was too variable to be useful for the ...","2006","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","North-West University","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MD9INDW7","thesis","1996","THES","A comparative study of different algal diets on the growth of abalone, Haliotis ovina (Gmelin, 1791) ; การศึกษาเปรียบเทียบผลของอาหารจำพวกสาหร่ายต่อการเติบโต ของหอยเป๋าฮื้อชนิด Haliotis ovina (Gmelin, 1791)","","","","","http://cuir.car.chula.ac.th/handle/123456789/35282","Thesis (M.Sc.)--Chulalongkorn University, 1996","1996","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","Chulalongkorn University","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPB2RHN9","thesis","1992","Lleonart, Mark","A gonad conditioning study of the greenlip abalone (Haliotis laevigata)","","","","","https://doi.org/10.25959/23231642.v1","The Australian greenlip abalone Haliotis laeviqata is of commercial importance in the abalone diving industry. The species is also believed to have culture potential and accordingly control over reproduction is considered valuable. The major purpose of the study was to accelerate gonad development resulting in spawning outside the natural spawning season. Abalone were collected from Franklin sound in the Furneaux group of islands off the north-east tip of Tasmania. The important features of the conditioning tank were elevated water temperature, the provision of water movement within the tank to distribute feed to sedentary abalone and a diet of preferred red algae. Animals collected on 27 April 1990 were induced to spawn on 21 August 1990, 112 days or 1750 degree days following commencement of gonad conditioning. The natural spawning season of the source population was found to be November to March. A variety of methods for measuring reproductive development of abalone were used. This allowed the utility of individual methods to be examined and comparisons made between methods. Two gonad indices, the gonad bulk index (GBI) and the modified gonad bulk index (MGBI) were used as were a number of assessment methods with a histological component: oocyte size/frequency distribution, mean oocyte diameter, an ovarian phase method and percentage mature spermatozoa. The MGBI was considered more sensitive than the GBI, detecting first significant gonad growth following six weeks of gonad conditioning, compared to nine weeks for the GBI. The gonad indices increased from initial values of 14.1 ¬¨¬± 4.4, n=10 and 0.4 ¬¨¬± 0.2, n=10 for GBI and MGBI respectively to 72.3 ¬¨¬± 9.2, n=10 and 7.0 ¬¨¬± 2.0, n=10 following 105 days of gonad conditioning. Mean oocyte diameter (Am) increased from 30.7 ¬¨¬± 2.0, n=5 initially to 109.7 ¬¨¬± 6.0, n=5 during the same time period. The percentage of male germ cells present as mature spermatozoa increased from zero to 90.6 ¬¨¬± 16.3, n=5 following 24 weeks of conditioning.","1992","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","","","","","","","","","","","","","","Abalones; Abalone culture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3A8IFGT8","journalArticle","2023","GEN","A gonad conditioning study of the greenlip abalone (Haliotis laevigata) ...","","","","","https://dx.doi.org/10.25959/23231642.v1","The Australian greenlip abalone Haliotis laeviqata is of commercial importance in the abalone diving industry. The species is also believed to have culture potential and accordingly control over reproduction is considered valuable. The major purpose of the study was to accelerate gonad development resulting in spawning outside the natural spawning season. Abalone were collected from Franklin sound in the Furneaux group of islands off the north-east tip of Tasmania. The important features of the conditioning tank were elevated water temperature, the provision of water movement within the tank to distribute feed to sedentary abalone and a diet of preferred red algae. Animals collected on 27 April 1990 were induced to spawn on 21 August 1990, 112 days or 1750 degree days following commencement of gonad conditioning. The natural spawning season of the source population was found to be November to March. A variety of methods for measuring reproductive development of abalone were used. This allowed the utility of ...","2023","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","","","","","","","","","","Publisher: University Of Tasmania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TN747HJ","thesis","2012","THES","Alternative macroalgal diets for juvenile greenlip abalone (Haliotis laevigata) in the later nursery phase","","","","","https://researchrepository.murdoch.edu.au/id/eprint/22587/","Greenlip abalone (Haliotis laevigata) are a highly valued fishery resource, grown in aquaculture facilities around the southern states of Australia. These commercial farms have a nursery system that utilises natural algal diets adhered to vertical plates for rearing postlarval and juvenile abalone. However, as the juvenile abalone grow (5 – 15 mm shell length), the current commercial nursery diet of the green alga Ulvella lens plus the diatom Navicula cf. jeffreyi does not supply adequate algal biomass to maintain commercially viable abalone growth rates at the required stocking densities. The focus of this research was to identify, develop and evaluate alternative macroalgal diets to overcome the restrictions in algal biomass during the later nursery phase. Macroalgae as an alternative natural diet for juvenile abalone can increase the algal biomass supplied on the vertical plates given its fast, 3-dimensional growth; while also considered a suitable nutrition source, as it is the primary feed of wild adult abalone. Australian abalone species have a preference for red macroalgae and to accommodate this, propagation methods including carpospore liberation, protoplast production and vegetative propagation; were assessed to determine the fitness of Rhodophyta species as an alternative diet for juvenile abalone in the later nursery phase. Protoplasts were readily isolated from red macroalgal species, however due to their limited regeneration, high cost of production and significant expertise required, the method was deemed unsuitable for utilisation in a commercial abalone nursery. Vegetative propagation successful established fragment culture of several red macroalgal species. The development of an artificial adhesion protocol, utilising active immobilisation processes through gel entrapment by the natural polysaccharide agar; enabled macroalgal fragments to be presented to juvenile abalone on the vertical plates in the nursery system. A diet of Laurencia sp. fragments adhered to the plates with agar produced ...","2012","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","","","eng","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LGCU8E2","journalArticle","2009","GEN","An investigation into potential diet dynamics (diatoms) and post-larval growth in the cultured Abalone (Haliotis midae) ...","","","","","https://dx.doi.org/10.13140/rg.2.2.22857.49766","","2009","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","","","en","","","","","","","Publisher: Unpublished","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDT9WGCZ","thesis","2015","De Villiers, Christopher Murray","Application of exogenous enzymes in Haliotis midae diets with soybean meal as fish meal replacement","","","","","http://hdl.handle.net/10019.1/20412","Thesis (MSc)--Stellenbosch University, 2012. ; ENGLISH ABSTRACT: A 240-day growth study was conducted to determine the suitability of soybean meal (SBM) as an alternative protein source to fish meal (FM) in the diet of commercially produced South African abalone (Haliotis midae). The suitability of SBM was determined by a close evaluation of the following key factors: feed water stability, morphological impact on the abalone intestine and the effect on the growth performance of abalone. The study was comprised of two phases: a fish meal replacement phase (Phase A) and an enzyme treatment phase (Phase B). Diets used in Phase A consisted of a control fish meal diet (Control=22%FM, 0%SBM), a fish meal-soybean meal diet (FMSBM=20%FM, 15%SBM), a soybean meal-low diet (SBMlow=0%FM, 15%SBM) and a soybean meal diet (SBM=0%FM, SBM30%). In Phase B, the FM diet and SBM diet were used as basal diets (FME0 and SBME0). These diets were then treated with three commercial enzyme products, namely, a β- glucanase (FME1 and SBME1), xylanase (FME2 and SBME2) and α-D-galactosidase (FME3 and SBME3). Subsequently, all three enzymes were combined to make two treatments (FME123 and SBME123). With regard to the gut morphology and growth trials, a thirteenth energy enhanced commercial animal protein-free diet (ECO) was used. In Phase A (fish meal replacement), the findings revealed that water stability did not differ significantly between treatments. In Phase B (enzyme treatment) however, the water stability of β- glucanase treated feeds was significantly lower than that of the control FM diet. It was also observed that in comparison to the control FM diet, soybean meal based diets have a significantly greater effect on intestinal morphology. With reference to Phase A (fish meal replacement), by the end of the 240 day growth trial period, it was evident that animals fed on the commercial (ECO) diet were significantly heavier than those given the control FM diet. With regard to final length in mm, feed conversion ratio (FCR) and specific ...","2015","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","Stellenbosch : Stellenbosch University","","en_ZA","","","","","","","","","","","Exogenous enzymes; Fish meal; Soybean meal; UCTD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7PH5H3Y","thesis","2016","Suleria, Hafiz Ansar Rasul","Bioactive compounds from Australian Blacklip Abalone (Haliotis rubra) processing waste","","","","","https://espace.library.uq.edu.au/view/UQ:406669","","2016","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","The University of Queensland, School of Medicine","","eng","","","","","","","","","","","0908 Food Sciences; 1104 Complementary and Alternative Medicine; 1111 Nutrition and Dietetics; Anti-coagulant activity; Anti-inflammatory activity; Anti-thrombotic activity; Australian Blacklip Abalone (Haliotis rubra); Bioactive Molecules; Functional Foods & Nutraceuticals; Marine Processing Waste; Sulphated Polysaccharides","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIPA6EM2","thesis","1999","Harris, JO","Chronic effects of adverse water quality on the greenlip abalone, Haliotis laevigata Donovan","","","","","https://doi.org/10.25959/23233613.v1","Bioassays were undertaken to assess the effects of ammonia, nitrite, dissolved oxygen and pH on greenlip abalone, Haliotis laevigata. At the end of each chronic bioassay, oxygen consumption, haemolymph ionic concentration and tissue microstructure were documented, relative to toxicant concentration. EC\\(_5\\) data (concentration causing a 5% growth reduction; whole wet body weight unless stated) indicated that these abalone were very sensitive to elevated levels of ammonia (0.041 mg FAN.I\\(^{-1}\\)), low dissolved oxygen (7.36 mg DO.l\\(^{-1}\\)) and low (7.78) and high (8.77) pH. Most of these variables affected shell growth relative to whole body growth, indicating some independence of nett shell and soft tissue growth rates. Greenlip abalone were also sensitive to nitrite on a growth basis. Modeling of the whole weight data indicated relatively uniform growth depression regardless of concentration in the range 0.56-7.80 mg NO\\(_2\\)-N.I\\(^{-1}\\). The influence of nutritional history on the susceptibility of abalone to ammonia was determined in an acute bioassay. The abalone had been maintained on either a mixture of three commercial diets, or the same mixture treated at 110¬¨‚àûC for two days. No significant difference in mortality occurred between the two diet groups (p>0.05). At 1.025 mg FAN.I\\(^{-1}\\), an LT50 value of 125.3 h was estimated by probit analysis. Oxygen consumption patterns were similar to growth trends (depressed consumption per unit whole weight per unit time in slow growing groups) for nitrite, dissolved oxygen and pH. However, oxygen consumption was elevated at higher ammonia concentrations. In general, tissue histology was a relatively insensitive indicator of growth rate inhibition as structural changes were usually only pronounced at extreme concentrations. Gill structure was affected by exposure to high nitrite and low dissolved oxygen levels, with ciliates occurring between the gill lamellae of abalone exposed to low dissolved oxygen. Kidney tissue exhibited changes from ...","1999","2025-05-21 23:13:36","2025-05-21 23:13:36","","","","","","","","","","","","","","","","","","","","","","","","","","Abalones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMAIWQ22","thesis","1999","THES","Growth and the energy budget of juveniles of the abalone Haliotis tuberculata (L.)","","","","","https://eprints.soton.ac.uk/42131/","The spawning season of the most commercially important European abalone {Haliotistuberculata) was evaluated during the summers of 1996,1997 and 1999. The results of the present study show that the best time to start with semi-artificial spawning is from mid July using cultured abalone from the open sea in Guernsey, Channel Isles. Until 1996 Tetraselmis sueccica was the main source of food for juvenile H.tuberculata during their rearing stage (one to twelve weeks old) on glass plates. Nevertheless, this study showed that T. sueccica, as a sole food, is not sufficient for successful development and growth of early juvenile abalone. However, marine diatoms such as Skeletonema costatum, Navicula ramosissima and Cylindrotheca closterium were easily ingested and assimilated depending on the size of the animal and conditions of culture. This thesis studied the effect of different diets (mix of fresh seaweed, fishmeal and anabalone commercial) and temperatures (15, 18 and 22C) on growth and energy budget of juvenile abalone H. tuberculata over a 210 day period. Energy budget was obtained by Ingestion (I), Egestion (E), Somatic growth (Pg), Reproductive investment (Pr), Excretion (U) and Pedal mucus production (M). All these parameters were assessed for grouped and individual organisms. Animals fed on formulated diets (energetically rich) and cultured at 18 and 22C were shown to give better growth rates than the natural diet and preferentially allocated energy to gonad development. Thus, the combination of diet and temperature were factors that contributed to enhance growth rates and gonad development. The abalone commercial diet (CO) used in this study produced shell deformation in 89% of the population after four months of feeding juvenile abalone. The information of these studies have important implications when considering the nutritional requirements of cultured abalone when fed on formulated diets, which need to contain not only the energy, but also the necessary micronutients which are required to produce good ...","1999","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M4A3ZHBP","thesis","2023","Van Schalkwyk, Mighael","Hydrolysed insect proteins as fish meal alternatives in the diets of South African abalone (Haliotis midae)","","","","","https://scholar.sun.ac.za/handle/10019.1/128989","Thesis (MScAgric)--Stellenbosch University, 2023. ; ENGLISH ABSTRACT: This research forms part of the global effort towards reduced reliance on fish meal (FM) in aquafeeds. The utilisation of hydrolysed insect protein (HIP) was therefore evaluated against the performance obtained from fish meal-based aquafeed fed to South African abalone. The research presented in this thesis was conducted in three phases and is subsequently presented as such. Phase A evaluated chitin-target hydrolysis through dietary chitinase inclusion within extruded abalone feeds. Chitinase inclusion resulted in significant (P < 0.05) deterioration in water stability (WS). The lowest chitinase inclusion of 0.1% differed significantly (P < 0.05) from the control following 60 min water exposure. A significant reduction in the drying times of the respective treatments was observed. Drying times were correlated with WS and a rapid protocol for WS determination using drying times and drying curves was proposed. However, drying curves did not appear to correlate with WS, but was ascribed to prior drying and prolonged storage of the feeds. Due to the resulting feed disintegration and compromised WS, dietary chitinase inclusion in abalone feeds was not viable. Phase B subsequently evaluated the WS of aquafeeds containing pre-treated hydrolysed insect proteins (HIP), produced via hydrolysis by endogenous (autolysis), or chitinase or amylase enzymes. The respective HIPs were used to replace 20, 40, 60, 80 and 100% of the FM component. A significant (P < 0.05) deterioration in the WS of the amylase and chitinase treatments compared to the control was observed following 360 min WS. Hydrolysed insect protein inclusion resulted in a significant, linear reduction in WS, with 80 and 100% FM replacement (11% and 14% inclusion respectively) yielding significantly (P < 0.05) lower WS compared to the FM control. Moreover, the high HIP amylase treatment consistently yielded lower WS compared to that of the control and chitinase treatments. Despite ...","2023","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","Stellenbosch : Stellenbosch University","","en_ZA","","","","","","","","","","","UCTD; Abalones -- Effect of water quality on; Abalones -- Feeding and feeds -- South Africa; Chitinase; Fish meal as feed -- Nutrition; Haliotis midae -- Feeding and feeds; Protein hydrolysates; Proteins in animal nutrition; Water stability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVDJHB2V","thesis","2017","THES","Octopus as predators of Haliotis laevigata on an abalone sea ranch of south-western Australia","","","","","https://researchrepository.murdoch.edu.au/id/eprint/40198/","Octopuses play key ecological roles within coastal marine environments around the world. Their short-lived, rapid-growing lifecycle commands high feeding rates, which has the potential to impose strong top-down controls on the benthic communities where they are found. This Thesis investigated two major questions on the predatory role of octopuses on an abalone sea ranch in south-western Australia: (i) does the distribution of octopus on the sea ranch affect the mortality of Greenlip Abalone, Haliotis laevigata (Chapter 2), and (ii) what is the diet and nutrient assimilation (δ13C and δ15N) of Octopus cf. tetricus in this ecosystem (Chapter 3). Data were collected by commercial divers over a 27-month period on octopus abundance and the number of empty abalone shells at ~fortnightly to monthly intervals, and the number of abalone surviving on artificial abalone habitats (“Abitats”) every six months. These data were used to examine whether the number of empty shells, and the counts of surviving abalone were related to the presence of octopus. Negative binomial generalised linear models showed that the presence of octopus had a significant impact on the number of empty abalone shells collected and estimated that the shell counts are 78% higher when O. cf. tetricus is present when adjusting for location (“Line”) and Season. The Abitats provide an ideal habitat for octopuses, offering shelter and an abundant food supply. The relationship between octopus and shell counts was also influenced by the spatial position of the Abitats (Line) and Season, which may be linked to environmental variability and the time at which abalone are seeded. The results from time series (AR1) models for the relationship between octopus presence and abalone survival were not significant, contradicting those from the negative binomial models. This result is likely an artefact of the random sampling design for counting abalone to estimate survival and uncertainty in the number of abalone seeded onto each Abitat. A subsample of 110 shells ...","2017","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","","","eng","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZCJPB6A","thesis","1999","Coote, TA","Optimising the nutrient specifications of manufactured feeds for farmed juvenile greenlip abalone (Haliotis laevigata Donovan)","","","","","https://doi.org/10.25959/23236760.v1","A series of experiments were conducted to investigate the protein, energy and lysine requirements of greenlip abalone Haliotis laevigata. An initial experiment estimated the optimal crude protein requirement. Digestibility coefficients of the protein and energy components of feed ingredients were then estimated and used to formulate diets to investigate the optimal dietary ratio of digestible protein to digestible energy and the effect these parameters have on tissue quality in abalone. Finally, the lysine requirement of greenlip abalone was estimated using two methods of lysine supplementation. The first experiment involved feeding a series of semi-purified diets in which the essential amino acid profile was similar to that of the soft tissue of abalone. Abalone grew fastest at a crude protein level of 20.1%. Excess dietary protein reduced the growth rate. The optimal digestible protein:digestible energy ratio was estimated at 14.4 gDP.M.VDE. Leaching of essential amino acids over 24 hours immersion ranged from 26-54%. The apparent and true digestibility coefficients of the protein and energy components of five feedstuffs were estimated. Defatted soyflour provided the most digestible protein (96.7% digestible). Pre-gelled starch provided the most digestible energy (80.6%). Cost analysis indicated that defatted soyflour was the most costeffective source of protein and energy of the feedstuffs studied. In a factorial experiment, abalone were fed diets at ten levels of protein and two levels of energy. The optimal dietary digestible protein level was estimated at only 13%, and the optimal ratio of digestible protein:digestible energy between `12.3-17.9 g.M.J^-1`. Abalone grew poorly on diets with fish oil levels of 6.0 - 9.0%, although their growth rate increased when returned to a commercial diet containing less oil. The composition of abalone foot muscle and, to a lesser extent, viscera, was affected by dietary protein level and, in some cases, by dietary energy level. Carcass partitioning revealed that meat ...","1999","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","","","","","","","","","","","","","","Abalones; Abalone culture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4J2TDHAH","journalArticle","2023","GEN","Optimising the nutrient specifications of manufactured feeds for farmed juvenile greenlip abalone (Haliotis laevigata Donovan) ...","","","","","https://dx.doi.org/10.25959/23236760.v1","A series of experiments were conducted to investigate the protein, energy and lysine requirements of greenlip abalone Haliotis laevigata. An initial experiment estimated the optimal crude protein requirement. Digestibility coefficients of the protein and energy components of feed ingredients were then estimated and used to formulate diets to investigate the optimal dietary ratio of digestible protein to digestible energy and the effect these parameters have on tissue quality in abalone. Finally, the lysine requirement of greenlip abalone was estimated using two methods of lysine supplementation. The first experiment involved feeding a series of semi-purified diets in which the essential amino acid profile was similar to that of the soft tissue of abalone. Abalone grew fastest at a crude protein level of 20.1%. Excess dietary protein reduced the growth rate. The optimal digestible protein:digestible energy ratio was estimated at 14.4 gDP.M.VDE. Leaching of essential amino acids over 24 hours immersion ranged ...","2023","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","","","","","","","","","","Publisher: University Of Tasmania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JDDTEYIH","thesis","1998","Picos García, Cecilia","Proteasas digestivas de juveniles de abulón azul Haliotis fulgens (Philippi, 1845)","","","","","http://www.repositoriodigital.ipn.mx/handle/123456789/15024","Impreso y PDF ; La composición de enzimas digestivas varía de manera importante entre los diferentes grupos de animales, reflejando en forma compleja los procesos de evolución y adaptación con respecto a la dieta. La información de enzimas digestivas se ha enfocado principalmente a vertebrados, siendo más reducida para invertebrados. En gastropodos marinos se ha descrito que en el sistema digestivo existen enzimas que rompen la pared celular y otras enzimas que participan en la hidrolisis de proteínas. En abulón, se ha reportado la existencia de glucosidasas, lipasas y proteasas, pero no hay información de las especies que se distribuyen en costas mexicanas. En este trabajo se da información sobre la fisiología digestiva del abulón a partir de la enzimas que participan en la digestión de proteínas en juveniles de abulón azul Haliotis fulgens, alimentados con diferente dieta. Extractos de vísceras y hepatopáncreas de tres grupos de organismos: I y II) organismos alimentados con macroalgas, pero de diferente talla y III) organismos alimentados con diatomeas, fueron analizados incluyendo técnicas enzimáticas como: hidrólisis de sustratos por proteinasas, hidrólisis de sustratos sintéticos específicos y técnicas electroforéticas. El mayor contenido de proteínas para vísceras y hepatopáncreas se encontró en el grupo alimentado con diatomeas. La mayor actividad proteolítica se presento en el grupo I, en el intervalo de pH de 2 a 5, siendo mayor en hepatopáncreas que en vísceras. Se encontró actividad de tripsina, quimotripsina, pepsina y fosfatasa acida en todos los extractos, no detectándose actividad para carboxipeptidasa A y carboxipeptidasa B. No se reveló actividad enzimática con los métodos de electroforesis utilizados. Los resultados muestran la importancia de continuar con estudios acerca de la caracterización de las enzimas que participan en los procesos digestivos, y de la digestibilidad del alimento en especies de abulón que se distribuyen en costas mexicanas. ; Instituto Politécnico Nacional. Centro ...","1998","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","Instituto Politécnico Nacional. Centro Interdisciplinario de Ciencias Marinas","","es","","","","","","","","","","","Abulón azul; Alimentación; Biología; Bioquímica; Moluscos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVZY4M97","journalArticle","2023","Hindrum, SM","Response of blacklip (Haliotis rubra) and greenlip abalone (Haliotis laevigata) to a range of dietary ingredients. Food intake and temporal effects on direct digestibility and consumption. ...","","","","","https://dx.doi.org/10.25959/23221646","No description available ...","2023","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","","","","","","","","","","Publisher: University Of Tasmania","","","","Marine and estuarine ecology incl. marine ichthyology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9JTR2PFL","thesis","1995","Hindrum, SM","Response of blacklip (Haliotis rubra) and greenlip abalone (Haliotis laevigata) to a range of dietary ingredients. Food intake and temporal effects on direct digestibility and consumption.","","","","","https://doi.org/10.25959/23221646.v1","No description available","1995","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","","","","","","","","","","","","","","Marine and estuarine ecology (incl. marine ichthyology); No keyword provided","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9SIT6EY","journalArticle","2023","Hindrum, SM","Response of blacklip (Haliotis rubra) and greenlip abalone (Haliotis laevigata) to a range of dietary ingredients. Food intake and temporal effects on direct digestibility and consumption. ...","","","","","https://dx.doi.org/10.25959/23221646.v1","No description available ...","2023","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","","","","","","","","","","Publisher: University Of Tasmania","","","","Marine and estuarine ecology incl. marine ichthyology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXAQ8AD3","thesis","2001","THES","The effect of diet on intestinal structure and function in the abalone (Haliotis laevegata) / Robert Kemp.","","","","","http://hdl.handle.net/2440/22275","""November 2001"" ; Bibliography: leaves 162-184. ; xxi, 184 leaves : ill., plates ; 30 cm. ; Thesis (Ph.D.)--University of Adelaide, Dept. of Animal Science, 2005","2001","2025-05-21 23:15:57","2025-05-21 23:15:57","","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
