reviewer_initials,study_ID,full_citation,Journal,publication_year,country,international_collaboration,DOI,publication_type,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,COI_disclosed,species,experimental_system,experimental_unit,intervention_name,intervention_category,probiotic,mineral,vitamin ,algal_species,multiple_inclusion_levels,control_diet,outcome_comment,outcome_category,repeated_measures,study_conditions,challenge_category,Notes
RP,S014,"Chen, P., Wu, Z., Cui, Z., Liu, C., Lei, K., Tian, S., Mai, K., & Zhang, W. (2023). Effects of dietary bile acids levels on growth performance, anti-oxidative capacity, immunity and intestinal microbiota of abalone Haliotis discus hannai. Fish and Shellfish Immunology, 142. https://doi.org/10.1016/j.fsi.2023.109114",Fish and Shellfish Immunology,2023,China,No,doi.org/10.1016/j.fsi.2023.109119,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",bile acids,Other,,,,,Yes,No supplement,Bile acids,Metabolic performance,No,Basal,Not applicable,
RP,S014,"Chen, P., Wu, Z., Cui, Z., Liu, C., Lei, K., Tian, S., Mai, K., & Zhang, W. (2023). Effects of dietary bile acids levels on growth performance, anti-oxidative capacity, immunity and intestinal microbiota of abalone Haliotis discus hannai. Fish and Shellfish Immunology, 142. https://doi.org/10.1016/j.fsi.2023.109114",Fish and Shellfish Immunology,2023,China,No,doi.org/10.1016/j.fsi.2023.109120,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",bile acids,Other,,,,,Yes,No supplement,"Total antioxidative capacity, MDA, SOD, CAT",Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S014,"Chen, P., Wu, Z., Cui, Z., Liu, C., Lei, K., Tian, S., Mai, K., & Zhang, W. (2023). Effects of dietary bile acids levels on growth performance, anti-oxidative capacity, immunity and intestinal microbiota of abalone Haliotis discus hannai. Fish and Shellfish Immunology, 142. https://doi.org/10.1016/j.fsi.2023.109114",Fish and Shellfish Immunology,2023,China,No,doi.org/10.1016/j.fsi.2023.109114,Primary literature,No,No,No,No,No,Yes,No,No COI statement,Haliotis discus hannai,Not specified,"Basket, cage and/or net",bile acids,Other,,,,,Yes,No supplement,,Gene expression,No,Basal,Not applicable,
RP,S015,"Meng, X., Yang, X., Lin, G., Fang, Y., Ruan, Z., Liu, M., Liu, G., Li, M., & Yang, D. (2019). Mannan oligosaccharide increases the growth performance, immunity and resistance capability against Vibro Parahemolyticus in juvenile abalone Haliotis discus hannai Ino. Fish and Shellfish Immunology, 94. https://doi.org/10.1016/j.fsi.2019.09.058",Fish and Shellfish Immunology,2019,China,No,https://doi.org/10.1016/j.fsi.2019.09.058,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Laboratory ,Tank-based,Mannose oligosaccharide,Prebiotic,,,,,Yes,No supplement,"SGR, shell growth rate, WGR",Growth performance parameter,No,Basal,Not applicable,
RP,S015,"Meng, X., Yang, X., Lin, G., Fang, Y., Ruan, Z., Liu, M., Liu, G., Li, M., & Yang, D. (2019). Mannan oligosaccharide increases the growth performance, immunity and resistance capability against Vibro Parahemolyticus in juvenile abalone Haliotis discus hannai Ino. Fish and Shellfish Immunology, 94. https://doi.org/10.1016/j.fsi.2019.09.058",Fish and Shellfish Immunology,2019,China,No,https://doi.org/10.1016/j.fsi.2019.09.059,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Laboratory ,Tank-based,Mannose oligosaccharide,Prebiotic,,,,,Yes,No supplement,survival,Survival,No,Basal,Not applicable,
RP,S015,"Meng, X., Yang, X., Lin, G., Fang, Y., Ruan, Z., Liu, M., Liu, G., Li, M., & Yang, D. (2019). Mannan oligosaccharide increases the growth performance, immunity and resistance capability against Vibro Parahemolyticus in juvenile abalone Haliotis discus hannai Ino. Fish and Shellfish Immunology, 94. https://doi.org/10.1016/j.fsi.2019.09.058",Fish and Shellfish Immunology,2019,China,No,https://doi.org/10.1016/j.fsi.2019.09.060,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Laboratory ,Tank-based,Mannose oligosaccharide,Prebiotic,,,,,Yes,No supplement,"AKP, LZM, ACP, Respiratory burst, cytophagy",Innate immunity,No,Basal,Not applicable,
RP,S015,"Meng, X., Yang, X., Lin, G., Fang, Y., Ruan, Z., Liu, M., Liu, G., Li, M., & Yang, D. (2019). Mannan oligosaccharide increases the growth performance, immunity and resistance capability against Vibro Parahemolyticus in juvenile abalone Haliotis discus hannai Ino. Fish and Shellfish Immunology, 94. https://doi.org/10.1016/j.fsi.2019.09.058",Fish and Shellfish Immunology,2019,China,No,https://doi.org/10.1016/j.fsi.2019.09.062,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Laboratory ,Tank-based,Mannose oligosaccharide,Prebiotic,,,,,Yes,No supplement,survival,Survival,Yes,Challenge,Bacteria challenge,
RP,S015,"Meng, X., Yang, X., Lin, G., Fang, Y., Ruan, Z., Liu, M., Liu, G., Li, M., & Yang, D. (2019). Mannan oligosaccharide increases the growth performance, immunity and resistance capability against Vibro Parahemolyticus in juvenile abalone Haliotis discus hannai Ino. Fish and Shellfish Immunology, 94. https://doi.org/10.1016/j.fsi.2019.09.058",Fish and Shellfish Immunology,2019,China,No,https://doi.org/10.1016/j.fsi.2019.09.063,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Laboratory ,Tank-based,Mannose oligosaccharide,Prebiotic,,,,,Yes,No supplement,"TOAC, SOD, GPX, GST",Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S015,"Meng, X., Yang, X., Lin, G., Fang, Y., Ruan, Z., Liu, M., Liu, G., Li, M., & Yang, D. (2019). Mannan oligosaccharide increases the growth performance, immunity and resistance capability against Vibro Parahemolyticus in juvenile abalone Haliotis discus hannai Ino. Fish and Shellfish Immunology, 94. https://doi.org/10.1016/j.fsi.2019.09.058",Fish and Shellfish Immunology,2019,China,No,https://doi.org/10.1016/j.fsi.2019.09.061,Primary literature,Yes,No,No,No,No,Yes,Yes,COI statement provided - No COI disclosed,Haliotis discus hannai,Laboratory ,Tank-based,Mannose oligosaccharide,Prebiotic,,,,,Yes,No supplement,,Gene expression,No,Basal,Not applicable,
RP,S016,"Dang, V. T., Li, Y., Speck, P., & Benkendorff, K. (2011). Effects of micro and macroalgal diet supplementations on growth and immunity of greenlip abalone, Haliotis laevigata. Aquaculture, 320(1–2). https://doi.org/10.1016/j.aquaculture.2011.08.009",Aquaculture,2011,Australia,No,https://doi.org/10.1016/j.aquaculture.2011.08.009,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,10% spirulina (Athrospira platensis),Algal or diatom meal,,,,Arthrospira sp. ,No,No supplement,"phagocytosis, THC, antiviral activity, phenoloxidase, antibacterial activity",Innate immunity,Yes,Basal,Not applicable,
RP,S016,"Dang, V. T., Li, Y., Speck, P., & Benkendorff, K. (2011). Effects of micro and macroalgal diet supplementations on growth and immunity of greenlip abalone, Haliotis laevigata. Aquaculture, 320(1–2). https://doi.org/10.1016/j.aquaculture.2011.08.009",Aquaculture,2011,Australia,No,https://doi.org/10.1016/j.aquaculture.2011.08.009,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,10% spirulina (Athrospira platensis),Algal or diatom meal,,,,Arthrospira sp. ,No,No supplement,SOD,Antioxidant activity / oxidants,Yes,Basal,Not applicable,
RP,S016,"Dang, V. T., Li, Y., Speck, P., & Benkendorff, K. (2011). Effects of micro and macroalgal diet supplementations on growth and immunity of greenlip abalone, Haliotis laevigata. Aquaculture, 320(1–2). https://doi.org/10.1016/j.aquaculture.2011.08.009",Aquaculture,2011,Australia,No,https://doi.org/10.1016/j.aquaculture.2011.08.009,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,10% spirulina (Athrospira platensis),Algal or diatom meal,,,,Arthrospira sp. ,No,No supplement,"weight gain, shell growth rate",Growth performance parameter,No,Basal,Not applicable,
RP,S016,"Dang, V. T., Li, Y., Speck, P., & Benkendorff, K. (2011). Effects of micro and macroalgal diet supplementations on growth and immunity of greenlip abalone, Haliotis laevigata. Aquaculture, 320(1–2). https://doi.org/10.1016/j.aquaculture.2011.08.009",Aquaculture,2011,Australia,No,https://doi.org/10.1016/j.aquaculture.2011.08.009,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,10% Dunaliella salina (Athrospira platensis),Algal or diatom meal,,,,Dunaliella sp. ,No,No supplement,"phagocytosis, THC, antiviral activity, phenoloxidase, antibacterial activity",Innate immunity,Yes,Basal,Not applicable,
RP,S016,"Dang, V. T., Li, Y., Speck, P., & Benkendorff, K. (2011). Effects of micro and macroalgal diet supplementations on growth and immunity of greenlip abalone, Haliotis laevigata. Aquaculture, 320(1–2). https://doi.org/10.1016/j.aquaculture.2011.08.009",Aquaculture,2011,Australia,No,https://doi.org/10.1016/j.aquaculture.2011.08.009,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,10% Dunaliella salina (Athrospira platensis),Algal or diatom meal,,,,Dunaliella sp. ,No,No supplement,SOD,Antioxidant activity / oxidants,Yes,Basal,Not applicable,
RP,S016,"Dang, V. T., Li, Y., Speck, P., & Benkendorff, K. (2011). Effects of micro and macroalgal diet supplementations on growth and immunity of greenlip abalone, Haliotis laevigata. Aquaculture, 320(1–2). https://doi.org/10.1016/j.aquaculture.2011.08.009",Aquaculture,2011,Australia,No,https://doi.org/10.1016/j.aquaculture.2011.08.009,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,10% Dunaliella salina (Athrospira platensis),Algal or diatom meal,,,,Dunaliella sp. ,No,No supplement,"weight gain, shell growth rate",Growth performance parameter,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0116,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0116,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0116,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0116,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0117,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,"feed intake, vitamin K intake",Feed behaviour,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0118,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,"feed intake, vitamin K intake",Feed behaviour,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0119,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,"feed intake, vitamin K intake",Feed behaviour,No,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0120,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,"feed intake, vitamin K intake",Feed behaviour,No,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0121,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,vitamin K assimilation in visceral organ and muscle,Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0122,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,vitamin K assimilation in visceral organ and muscle,Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0123,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,vitamin K assimilation in visceral organ and muscle,Nutrient assimilation and digestability,No,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0124,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,vitamin K assimilation in visceral organ and muscle,Nutrient assimilation and digestability,No,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0125,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,"THC, phagocytic activity (%), Phagocytic index",Innate immunity,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0126,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,"THC, phagocytic activity (%), Phagocytic index",Innate immunity,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0127,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,"THC, phagocytic activity (%), Phagocytic index",Innate immunity,No,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0128,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,"THC, phagocytic activity (%), Phagocytic index",Innate immunity,No,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0129,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,CAT,Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0130,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,CAT,Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0131,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K1,Vitamin,,,vitamin K,,Yes,Reference levels of supplement,CAT,Antioxidant activity / oxidants,No,Challenge,Thermal challenge,
RP,S017,"Thomson, N. L., Howarth, G. S., Currie, K. L., Duong, D. N., & Stone, D. A. J. (2018). Impact of Vitamin K1 on tissue Vitamin K levels, immunity, and survival of greenlip abalone, Haliotis laevigata, at summer water temperatures. Journal of Shellfish Research, 37(1). https://doi.org/10.2983/035.037.0116",Journal of Shellfish Research,2018,Australia,No,https://doi.org/10.2983/035.037.0132,Primary literature,Yes,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,vitamin K3,Vitamin,,,vitamin K,,No,Reference levels of supplement,CAT,Antioxidant activity / oxidants,No,Challenge,Thermal challenge,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-0,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,Yes,No supplement,"SGR, biomass gain, shell growth, FCR",Growth performance parameter,No,Basal,Not applicable,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-2,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,Yes,No supplement,Feed consumption,Feed behaviour,No,Basal,Not applicable,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-4,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,Yes,No supplement,"NIP, PER, PE, ER, ED",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-6,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,Yes,No supplement,"Trypsin, lipase, alpha-amylase, beta-glucosidase, beta-galactosidase",Digestive enzymes,No,Basal,Not applicable,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-6,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,Yes,No supplement,survival,Survival,No,Basal,Not applicable,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-1,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Gracilaria cliftonii,Algal or diatom meal,,,,Gracilaria sp. ,Yes,No supplement,"SGR, biomass gain, shell growth, FCR",Growth performance parameter,No,Basal,Not applicable,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-3,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Gracilaria cliftonii,Algal or diatom meal,,,,Gracilaria sp. ,Yes,No supplement,Feed consumption,Feed behaviour,No,Basal,Not applicable,
