key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-249832490,"Growth of Red Abalone, Haliotis rufescens, Fed Cold-stored Benthic Diatoms",2015,1,1,,,46,2,,"Sánchez-Saavedra, MD and Núñez-Zarco, E",,,,,"We measured the proximal composition of four benthic diatoms that were stored for 24mo in the dark at low temperature (4C by refrigeration) and examined their potential as feed for abalone, Haliotis rufescens, postlarvae. The proximal composition of the four diatoms was modified by species-specific responses as a function of time in storage. The cultures of all stored diatoms contained low or undetectable concentrations of Vibrio-like bacteria (<0.01 VLB/mL). As feed for abalone postlarvae, the four diatoms promoted growth under all experimental conditions. Greater shell lengths were measured on Day 14 when Navicula sp. and Navicula incerta were used as feed. Postlarvae that were fed N. incerta and Navicula sp. had higher growth rates. In contrast, lower growth rates were observed on Day 7 with fresh and stored Nitzschia thermalis as food. Survival was high in postlarvae that were fed the four stored diatoms (100%). This report demonstrates that cultures of benthic diatoms that have been stored by refrigeration for 24mo can be used to feed abalone postlarvae and have an effect on improving growth and survival.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1111/jwas.12182,"",,
rayyan-249832491,Comparisons of rearing systems based on algae or formulated feed for juvenile greenlip abalone (Haliotis laevigata),2007,1,1,,,26,3,,"Daume, S and Davidson, M and Ryan, S and Parker, F",,,,,"Inmost commercial abalone nurseries worldwide, algal biomass grown on vertical plates becomes inadequate once juvenile abalone reach about 5 mm in shell length. At that stage animals need to be moved into a different tank system and weaned onto a formulated feed or alternative algal diets consisting of diatoms or macroalgae that can provide more biomass for the growing juveniles. Two trials were conducted to compare the growth and survival of juvenile greenlip abalone (5.9 +/- 0.6 and 7.1 +/- 0.1 mm in initial shell length) in two rearing systems: (1) shallower tanks with or without horizontal shelter, feeding a commercial formulated feed on horizontal surfaces; (2) deeper tanks with plate system feeding algal diets. The second experiment included two algal diets and two abalone stocking densities for one of the algal diets. The first experiment revealed that the algal diet consisting of Ulvella lens produced the best growth rates during the first 4 wk of the experiment, when juveniles reached about 9 mm in shell length and seawater temperatures averaged 20.1 degrees C. Growth rates on the Ulvella diet declined rapidly thereafter, whereas growth rates on formulated feeds increased, coinciding with a decrease in seawater temperature to 15.2 degrees C at the end of the experiment. The formulated feed produced high growth rates (over 75 mu m day(-1)) once juveniles reached 7 mm in shell length. In the second experiment, the algal diet that included germlings of the green alga Ulva sp. produced the highest growth rates (105 pm day(-1)), indicating that Ulva sp. germlings are a suitable additional food source for juvenile greenlip abalone. Growth rates were particularly high towards the end of the experiment when seawater temperatures were above 19 degrees C. Juveniles stocked at higher density (80 juveniles per plate) feeding on one of the algal diets showed reduced growth rates and overall lower average weight gain per individual compared with the juveniles stocked at low density and juveniles in the tank system feeding on formulated diet. In both experiments the survival was higher on the algal diets (77% to 82%) than on the formulated feed (62% to 65%). Culturing and maintaining algae for larger juveniles in the nursery system involved more labor, compared with the tank systems feeding formulated feed, suggesting that in higher labor cost countries, juveniles should be weaned onto a formulated feed as early as possible. We recommend moving animals into a tank system to feed formulated feed once they reach 7 mm in shell length. The weaning process can be delayed (e.g., to 17 mm shell length) by supplementing with macroalgal germlings if the seawater temperature is high and high mortality is expected when weaning onto formulated diets. The algal diet including Ulra sp. germlings produced particularly high growth rates when seawater temperature was above 19 degrees C.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.2983/0730-8000(2007)26[729:CORSBO]2.0.CO;2,"",,
rayyan-249832492,"Effects of dietary EPA/DHA ratio on the growth performance, intestinal microbiota, immunity and resistance to heat stress in abalone Haliotis discus hannai Ino",2024,1,1,,,36,,,"Tabuariki, BB and Chen, P and Lei, KK and Sahandi, J and Fall, FN and Chibuikem, CK and Mai, KS and Zhang, WB",,,,,"The effects of different dietary EPA/DHA ratios (2.19, 1.59, 0.98, 0.55 and 0.38, respectively) on the growth performance, intestinal microbiota, immunity and resistance to heat stress in abalone Haliotis discus hannai Ino was evaluated after a 93-day feeding trial. Five isonitrogenous and isolipic (about 33% crude protein and 3% crude lipid) practical diets were formulated to fed abalones (initial body weight: 25.82 +/- 0.51 g; initial mean shell length: 59.57 +/- 0.40 mm). Results showed that 0.98-2.19 dietary EPA/DHA ratio significantly increased abalone's weight gain rate (WGR) and daily increment in shell length (DISL). As for the intestine enzyme activity, trypsin activity was significantly higher when 0.55 EPA/DHA ratio was applied to the diet. The lipase activity in the groups with 0.98 and 0.55 dietary EPA/DHA ratio was significantly higher than those in other groups. And 1.59 dietary EPA/DHA ratio significantly increased alpha-amylase activity. In regard to the intestinal microbiota, the 0.98 dietary EPA/DHA ratio significantly increased the diversity indices and number of OTUs in the intestine, followed by the 2.19 dietary EPA/DHA ratio. At the phyla level, Firmicutes, Proteobacteria, Bacterioidota and Actinobacteria were dominant in all groups. The Mycoplasma was the most prevalent genus among all the groups. The highest abundance of Clostridium_sensu_stricto_11, Mycobacterium and Bacteroides belonged to the group with the 0.38 dietary EPA/DHA ratio. The abundance of Bacilli, Terasakiellacease and Ahrensia in 0.38 group were higher than that in the group with 0.98 and 2.19 dietary EPA/DHA ratio. Moreover, 1.59 dietary EPA/DHA ratio significantly reduced the falling rate of abalone after heat stress. And the hsp70 and hsp90 mRNA expression levels in the digestive gland were up-regulated significantly in the group with the 2.19 dietary EPA/DHA ratio. The 0.98 dietary EPA/DHA ratio could increase the content of malondialdehyde in cell-free hemolymph and the expressions of tnfa and nrf2 in digestive gland. In conclusion, the optimal dietary EPA/DHA ratio for abalone was estimated to be 1.63 using a second-order quadratic regression based on WGR. The 1.59-2.19 dietary EPA/DHA ratio could increase the immunity and resistance of abalone against heat stress.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1016/j.aqrep.2024.102085,"",,
rayyan-249832493,"Digestive gland structure as a feed index for juveniles of the queen conch, Strombus gigas, reared with formulated food",2012,1,1,,,18,6,,"Aranda, DA and Frenkiel, L",,,,,"One of the bottlenecks for the queen conch, Strombus gigas, aquaculture is the lack of well-adapted formulated food for optimal growth. The goals of this study were to analyse the digestive gland structure of conchs fed with different diets using histochemical techniques and to evaluate the growth and survival of S. gigas juveniles with nine formulated diets (protein from 190 to 380 g kg(-1) and lipids from 26 to 82 g kg(-1)). Proteoglycan granules and acidophilic granules were detected in the digestive cells. The abundance of both granule types was variable, according to the nutritional state of the animals. The granular content of the digestive cells of conchs fed with artificial diets was scarce when compared with conchs fed on natural food. Of the nine formulated feeds, the diet with 365 and 45 g kg(-1) of protein and lipids, respectively, gave the best growth in weight (0.20 g day(-1)) and was also associated with digestive cells in the best condition as determined histologically. Histochemical analysis of the digestive gland differentiated with Alcian blue staining determines the nutritional status much better than a simple growth index and is therefore more useful in assessing adjustments to the feed formulation to meet the real needs of conchs.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1111/j.1365-2095.2012.00936.x,"",,
rayyan-249832494,"Effects of replacing fish meal with corn gluten meal on growth performance, intestinal microbiota, mTOR pathway and immune response of abalone Haliotis discus hannai",2022,1,1,,,23,,,"Wu, ZH and Yu, XJ and Guo, JS and Fu, YH and Guo, YL and Pan, MZ and Zhang, WB and Mai, KS",,,,,"Corn gluten meal (CGM) is used as a protein source in aquafeeds. However, the potential for replacing fish meal (FM) with CGM in abalone feeds has not been adequately evaluated. A 110-day feeding trial was conducted to evaluate effects of replacing FM with CGM on abalone Haliotis discus hannai (initial weight: 21.83 +/- 0.25 g). The control diet (CGM0) was designed to contain 20% of FM. The other four isonitrogenous (about 30% of crude protein) and isolipidic (about 4% of crude lipid) experimental diets were formulated with CGM protein replacing 25%, 50%, 75% and 100% of dietary FM protein, respectively. The five experimental diets were named as CGM0, CGM25, CGM50, CGM75 and CGM100, respectively. Results showed that no significant differences were found in survival rate among all the groups. Weight gain rate (WGR) of abalone in the CGM100 group was significantly lower than that in the control group. There were no significant differences in WGR among the CGM25, CGM50, CGM75 and the control groups. The increasing dietary CGM inclusion level elevated the operational taxonomic units, ACE estimator and Chao1 estimator, and changed the intestinal microbiota composition in abalone. The activities of trypsin, alanine transaminase, aspartate transaminase and Na+, K+-ATPase in digestive gland were significantly decreased when replacement level over 50%. The increasing dietary CGM inclusion level significantly downregulated the expressions of ribosomal S6 protein kinase (s6k), mammalian target of rapamycin (mtor) and eukaryotic translation initiation factor 4E (eif4e) in digestive gland. The CGM75 and CGM100 groups had significant lower activities of catalase and lysozyme in cell-free hemolymph and digestive gland. In conclusion, CGM could replace 75% of dietary FM (equivalent to 16.2% of CGM inclusion level in the diet) without significantly affecting the growth of abalone. However, high inclusion levels of CGM in diets (> 10.8%) had negative effects on intestinal microbiota, mTOR pathway and immunity in abalone.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1016/j.aqrep.2022.101007,"",,
rayyan-249832496,"Growth of Juvenile Green Sea Urchins, Strongylocentrotus droebachiensis, Fed Formulated Feeds with Varying Protein Levels Compared with a Macroalgal Diet and a Commercial Abalone Feed",2012,1,1,,,43,2,,"Eddy, SD and Brown, NP and Kling, AL and Watts, SA and Lawrence, A",,,,,"The effects of varying protein and carbohydrate levels in prepared diets on the somatic growth of juvenile green sea urchins, Strongylocentrotus droebachiensis, were examined. Ten diets were tested on 600 hatchery reared urchins (mean start weight = 0.11 g) for 6 mo with three replicate groups per diet. Nine of the diets were prepared specifically for urchins and varied in protein (1640% protein) and carbohydrate (2949% carbohydrate) levels. The other two diets consisted of a commercially available abalone diet and the kelp, Saccharina latissima. Weight measurements were carried out at 6-wk intervals, and at the end of the study urchins were individually weighed and a subsample from each treatment was analyzed for gonad weight and color. End weights after 6 mo ranged from 2.56 g for urchins fed the abalone diet to 6.11 g for urchins fed one of the prepared diets. Most of the prepared feeds outperformed kelp, and significant differences in growth were detected between some of the diets. In general, diets with lower protein levels (1622% protein) and higher carbohydrate levels (>40% carbohydrate) produced the fastest growth. However, further diet refinement and/or use of finishing diets may be necessary to optimize gonad quality.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1111/j.1749-7345.2012.00560.x,"",,
rayyan-249832498,Mycotoxin production by three different toxigenic fungi genera on formulated abalone feed and the effect of an aquatic environment on fumonisins,2020,1,1,,,11,2,,"Greeff-Laubscher, MR and Beukes, I and Marais, GJ and Jacobs, K",,,,,"Mycotoxins are toxic secondary metabolites produced by various filamentous fungi, of which Fusarium, Aspergillus and Penicillium are the three main genera. Fusarium verticillioides is one of the most dominant toxigenic fungal species, associated with fumonisin contamination in grain-based feeds, such as compound abalone feed. Mycotoxin production is influenced by temperature and available nutrients. In this study the aims were: to determine if abalone feed as growth substrate favours mycotoxin production for toxigenic fungi; to determine the most effective temperature for fumonisin production by F. verticillioides on abalone feed; and to assess the effect of the aquatic environment on fumonisin-contaminated abalone feed. A total of 93 fungal isolates were inoculated onto abalone feed, including species belonging to the genera Fusarium, Aspergillus and Penicillium. Feed inoculated with F. verticillioides were incubated at two different temperatures and fumonisin-contaminated feed was submerged into seawater for 24 h. Results showed that mycotoxins were produced when abalone feed was inoculated with toxigenic fungi, and that F. verticillioides produced higher concentrations of fumonisins at a lower temperature. Submerging fumonisin-contaminated feed in seawater showed that this toxin leached into the seawater, lowering the risk of fumonisins to be consumed by abalone.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1080/21501203.2019.1604575,"",,
rayyan-249832501,Improved of Growth Rate of Abalone Haliotis asinine Fed Pudding Probiotic-Enriched Protein,2015,1,1,,,23,,,"Faturrahman and Rohyati, IS and Sukiman, D",,,,,There is great potential of using probiotics in aquaculture to increase growth rates and improve the nutritional status of the cultured animal. In this study has analyzed the growth rate of abalone fed pudding probiotic Vibrio strain Abn1.2 -Alg3.1-enriched soybean protein. Vibrio strains Alg3.1Rf(R)-Abn1.2Rf(R) is agarase enzyme producing bacteria. Growth performanced of normal abalone were evaluated and compared with abalone fed pudding probiotic diet and abalone fed pudding probiotic-enriched soybean protein. Dinitrosalysilic acid was used to measured in situ agarase activity and viable cell count was used to determine whether the probionts Alg3.1Rf(R)-Abn1.2Rf(R) can colonize the gastrointestinal tract of abalon. Abalone fed a diet pudding probiotic Vibrio strain Alg3.1Rf(R)-Abn1.2Rf(R) -enriched protein exhibited a increased growth rate compared to abalone fed standard diet under laboratory conditions. The number of culturable cell reisolated from abalone fed pudding probiotic for 14 days ranged from 10(6)-10(7) cfu/g material. Agarase activity in the abalone digestive tract was higher in abalone fed pudding probiotic compared to abalone fed unsupplemented pudding. (C) 2015 Published by Elsevier B.V.,"RAYYAN-INCLUSION: {""Malgorzata""=>""Included"", ""Rebecca""=>""Included""} | RAYYAN-EXCLUSION-REASONS: wrong control | USER-NOTES: {""Rebecca""=>[""Wrong control""]}",10.1016/j.proenv.2015.01.046,"",,
rayyan-249832502,"Flakes versus noodles as feed for the abalone Haliotis asinina, does form matter?",2021,1,1,,,27,6,,"Lebata-Ramos, MJHL and Biñas, JB and Solis, EFD and Balinas, VT",,,,,"This paper reports the first use of thin flakes (310-315 mu m thick) formulated diets as feed for the abalone Haliotis asinina. The study compared noodles and flakes prepared using refined and unrefined diets developed earlier for H. asinina (Bautista-Teruel et al., J. Shellfish Res., 35, 2016, 633). Four treatment diets in triplicates (refined flakes, MBTr-F; refined noodles, MBTr-N; unrefined flakes, MBTur-F; and unrefined noodles, MBTur-N) were used in a feeding experiment conducted in a tank facility. After three months, abalone fed MBTr-F had significantly higher mean shell length and body weight (35.92 +/- 0.36 mm, 9.24 +/- 0.29 g) compared with those fed MBTr-N (34.63 +/- 0.37 mm, 8.22 +/- 0.28 g) and MBTur-N (34.23 +/- 0.36 mm, 7.66 +/- 0.26 g), but did not significantly differ with those fed MBTur-F (35.40 +/- 0.30 mm, 8.57 +/- 0.24 g). Likewise, abalone fed MBTr-F had significantly higher mean growth rates (5.31 +/- 0.08 mm, 2.59 +/- 0.06 g/month), compared with those fed MBTr-N (4.90 +/- 0.19 mm, 2.26 +/- 0.12 g/month) and MBTur-N (4.71 +/- 0.02 mm, 2.07 +/- 0.06 g/month), but did not significantly differ with those fed MBTur-F (5.11 +/- 0.06 mm, 2.37 +/- 0.04 g/month). Survival (96.67-98.89%) and FCR (2.2-2.5) did not significantly differ among treatment diets. Between the flaked diets, MBTur-F is the cheaper option. However, the use of this unrefined diet resulted in distinct turquoise abalone shell colour, not observed in those fed MBTr-F.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1111/anu.13325,"",,
rayyan-249832503,Growth and survival of juvenile greenlip abalone (Haliotis laevigata) feeding on germlings of the macroalgae Ulva sp,2006,1,1,,,25,1,,"Strain, LWS and Borowitzka, MA and Daume, S",,,,,"Germlings of the green alga Ulva sp. were developed as a diet for juvenile Haliotis laevigata (>= 3.5 mm shell length) and compared with a current commercial diet consisting of Ulvella lens plus the diatom species Navicula cf. jeffreyi. The utilization of macroalgae germlings (juvenile gametophyte and sporophyte) allowed 3-dimensional growth and subsequently provided greater feed biomass in comparison with the current 2-dimensional commercial feed for the later nursery phase consisting of 5-10 mm (shell length) juvenile abalone. The juvenile abalone showed active feeding on both the Ulva germling diet and the current commercial diet. The Ulvella lens/Navicula cf. jeffreyi diet resulted in abalone of significantly larger shell length at the end of the 14-wk feeding trial. However, the Ulva germling diet recorded significantly larger abalone for the first 4-5 wk, whereas the commercial diet produced significantly larger abalone from week 6 to the end of the trial. The growth rate on both diets exceeded 100 mu m.day(-1) and the specific growth rates were maintained above 1%.day(-1) for the duration of the feeding trial with neither measure portraying significant differences between diets. There was no significant difference in juvenile abalone mortality feeding on the two diets. The Ulva germling consumption exhibited a spike (500 germling blades. abalone(-1).day(-1)) in consumption at week three then, once reduced, a gradual increase occurred until the end of the trial. Ulvella lens consumption demonstrated a similar pattern to Ulva germlings consumption and was significantly, positively correlated. Consumption rates for the two green algae both correlated with juvenile abalone growth. The diatom (Navicida cf. jeffreyi) consumption was affected by plate rotation (light intensity and grazing pressure) rather than juvenile abalone.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.2983/0730-8000(2006)25[239:GASOJG]2.0.CO;2,"",,
rayyan-249832504,Preliminary evaluation of the seaweed Gracilaria cervicornis (Rhodophyta) as a partial substitute for the industrial feeds used in shrimp (Litopenaeus vannamei) farming,2007,1,1,,,38,2,,"Marinho-Soriano, E and Camara, MR and Cabral, TD and Carneiro, MAD",,,,,"The aim of this study was to evaluate the use of Gracilaria cervicornis meal as a partial substitute for the industrial feeds used in shrimp (Litopenaeus vannamei) farming. A total of 90 L. vannamei juveniles (0.34 g) were assigned randomly into nine experimental units at a stocking density of 10 shrimp tank(-1) and fed a commercial shrimp feed (CSF; 35% crude protein) as a control treatment, a feed made entirely of G. cervicornis (GCM), and a mixture of equal parts of the commercial shrimp feed and the Gracilaria meal (MIX) for 30 days. Over the first 2 weeks of the experiment, the survival was high (100%) in all dietary treatments. However, at the termination of the feeding trial survival decreased to 40% in shrimp fed GCM, significantly lower (P < 0.05) than survival of shrimp fed the commercial diet control (CSF) or MIX treatments (100%). The highest growth performance was obtained in the CSF or MIX treatment groups. The absolute growth increase in these groups was significantly higher than for shrimp fed GCM. Similarly, the specific growth rates (SGRs) of shrimp given feeds containing CSF (5.11% day(-1)) and MIX (4.71% day(-1)) were significantly greater (P < 0.05) than that of shrimp fed GCM pellets (0.44% day(-1)). The feed efficiency ratios (FERs) were 64 for CSF, 54.3 for MIX and 3.3 for GCM. The results obtained in this study indicated the effectiveness of using G. cervicornis as a partial substitute for shrimp feeds. To our knowledge, this is the first time that the concept that macroalgae can partially substitute for the industrial feeds used in shrimp (L. vannamei) farming has been demonstrated.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1111/j.1365-2109.2006.01646.x,"",,
rayyan-249832505,Changes in amino acid content of an algal feed species (Navicula sp.) and their effect on growth and survival of juvenile abalone (Haliotis rubra),2003,1,1,,,15,2,,"Daume, S and Long, BM and Crouch, P",,,,,"The growth and survival of juvenile Haliotis rubra, when fed with the diatom Navicula sp. cultured in f/2 medium containing combined nitrogen at 24.71 mg NO3-N L-1 (high), 12.35 mg NO3-N L-1 (standard) or 2.47 mg NO3-N L-1 (low), were compared in a 33-day trial. The alga in the low nitrogen medium contained 37% less total amino acid than that in the high and standard nitrogen media. There was a slightly greater reduction in essential amino acids (40%) compared to non-essential amino acids (35%). Juvenile abalone feeding on Navicula grown in medium with low nitrate and lower total amino acid content grew more slowly than when fed on the same species grown in standard or higher nitrogen medium with a higher amino acid content. The growth rate of juveniles was highest (43 mum d(-1)) in the high nitrate treatment followed (40 mum d(-1)) by the standard nitrate treatment and lowest (31 mum d(-1)) in the low nitrate treatment. The survival of the juveniles was also effected by the diet. Survival was better in the high and standard nitrogen media (88%) than the low nitrogen medium (75%). The results suggest that in order to achieve uniformity in nutritional quality of diatoms and good growth of abalone juveniles in commercial abalone nurseries, the nitrogen concentration in tanks should be monitored and additional nitrate added to provide an optimum concentration of between 2 and 12 mg NO3-N L-1.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1023/A:1023853628544,"",,
rayyan-249832508,Cultivation of the two perennial brown algae Ecklonia cava and E. stolonifera for abalone feeds in Korea,2013,1,1,,,25,3,,"Hwang, EK and Gong, YG and Hwang, IK and Park, EJ and Park, CS",,,,,"Ecklonia cava and Ecklonia stolonifera are perennial brown algae that form sea forests off the coast of Korea. Both species are cultured to supply a summer feed for the abalone industry. Recent expansion of the abalone industry in Korea has been bringing an increase in demand for fresh algal supply. Zoospores of the two algae were seeded in October 2006 on seed frames coiled with 100 m of seed fibers. After 2 months of indoor culture and 2 months of intermediate culture, growth and production of the two algae were compared during their main cultivation period from March 2007 to June 2008, in the culture ground in Wando, Korea (34A degrees 26'18.68aEuro(3) N, 127A degrees 05'43.88aEuro(3) E), in situ. Growth rate of E. cava and E. stolonifera was 1.058 and 3.089 mm day(-1), respectively. The mean production of E. stolonifera obtained from the culture ropes was ca. 12 kg wet wt. m(-1) of culture rope while production of E. cava was ca. 3 kg wet wt. m(-1) of culture rope. The difference in production was attributed from the different growth strategies of the two algae, with only E. stolonifera being able to regenerate blades from the holdfast. The ability to regenerate blades from the holdfast therefore makes E. stolonifera the preferred species for biomass production for abalone feeds. In a 120-day feeding experiment, growth rate, weight gain, and survival rate of abalone showed that E. cava and E. stolonifera feeds could provide an alternative feed to Saccharina japonica during summer months.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1007/s10811-012-9941-y,"",,
rayyan-249832509,Comparison of macroalgal (Ulva and Grateloupia spp.) and formulated terrestrial feed on the growth and condition of juvenile abalone,2013,1,1,,,25,3,,"Mulvaney, WJ and Winberg, PC and Adams, L",,,,,"The culture of abalone is a growth industry in Australia that primarily utilises terrestrial crops to produce formulated pellet feeds. The use of cultivated macroalgae in place of such feeds could provide for better environmental, nutritional and/or economic outcomes for this industry. However, direct comparison trials using macroalgae and formulated crop feeds are rare, and it is therefore difficult to ascertain the benefits and costs of each feed type. This study compares the benefits to growth and performance of the cultivated hybrid abalone cross (Haliotis rubra 1814 Leach and Haliotis laevigata 1808 Donovan) which was fed one of eight dietary treatments, including two commercially formulated pellet feeds and six mixed macroalgae dietary treatments. Macroalgae dietary treatments comprised the three macroalgae species Grateloupia turuturu Yamada, Ulva australis Areschoug and/or Ulva laetevirens Areschoug. Four replicate tubs, each containing 40 juvenile abalone (10-15 mm), were used to test each dietary treatment over a 12-week period. Macroalgae dietary treatments provided for significantly higher specific growth rates of abalone compared to formulated feeds, by orders of magnitude, for both length (> 0.2 % compared to < 0.1 % day(-1), F (7, 31) = 22.3, p < 0.0001) and weight (from < 0.4 to > 0.8 % day(-1), F (7, 31) = 24.4, p < 0.0001). In addition, abalone health and condition increased, and the proximate composition of abalone tissue had a higher carbohydrate/protein ratio, higher ash content and lower lipid content. These findings suggest that the juvenile abalone may benefit from macroalgae diets in comparison to two formulated feeds as a result of optimal proximate composition of the algae biomass and improved condition of the abalone.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.1007/s10811-013-9998-2,"",,
rayyan-249832510,Growth performance of weaning red abalone (Haliotis rufescens) fed with Macrocystis pyrifera plantlets and Porphyra columbina compared with a formulated diet,2009,1,1,,,40,15,,"Hernández, J and Uriarte, I and Viana, MT and Westermeier, R and Farías, A",,,,,"A feeding experiment was carried out to evaluate two natural diets versus a formulated feed on the performance of weaning red abalone Haliotis rufescens. Four treatment diets were then investigated: a formulated diet; plantlets from culture Macrocystis pyrifera, Porphyra columbina from natural beds; and a mixed diet consisting of a blend of fresh P. columbina together with the formulated diet. This study was performed in a shallow aquaculture system with a horizontal water flow. After 90 days, significant differences were observed between treatments. The highest growth was obtained with Porphyra (3.3 mm month-1), followed by the mixed diet (2.6 mm month-1), then Macrocystis (2.1 mm month-1) and lastly the formulated diet (1.4 mm month-1). Moreover, after the diets were tested for stability and remnant nutrients after a 12-h water immersion, a positive trend appeared to be related to the protein/energy (P:E). It is concluded that fronds of P. columbina resulted in the best diet for weaning H. rufescens under horizontal water flow systems, even if apparently the water stability of the formulated diet had a negative impact on abalone performance, particularly due to a poor nutrient retention capacity. Therefore, formulated diets should be improved before being recommended for weaning red abalone.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1111/j.1365-2109.2009.02267.x,"",,
rayyan-249832511,The growth performance of Jade Tiger cultured abalone fed diets supplemented with fish oil and vegetable oils,2013,1,1,,,93,6,,"Mateos, HT and Lewandowski, PA and Su, XQ",,,,,"Background The effects of fish oil (FO) supplementation and the dietary replacement of FO with flaxseed oil (FlaxO) and canola oil (CO) on the growth of cultured abalone was investigated. The study involved three growth experiments: (E1) diets containing 0.5, 1.0, 1.5, 2.0 and 2.5% of FO, respectively; (E2) diets in which FO was serially replaced by 25, 50, 75 and 100% FlaxO, respectively; and (E3) diets in which FO was serially replaced by 25, 50, 75 and 100% CO, respectively. Results In Experiment 1, abalone fed a diet supplemented with 1.5% FO showed a significantly higher (121.2 +/- 1.1 mg day1) daily growth rate of weight (DGRw) compared to control (70.1 +/- 1.71 mg day1). In Experiment 2, abalone fed 1.5% FO diet and diets containing 2575% FlaxO showed no significant differences in DGRw. The diet containing 100% FlaxO showed significantly lower (63.3 +/- 6.7 mg day1) DGRw. In Experiment 3, abalone fed diets containing 25% and 50% CO showed similar DGRw as those fed a 1.5% FO diet. The diet containing 75% and 100% CO showed significantly lower (63.7 +/- 5.0 to 95.4 +/- 5.1 mg day1) DGRw. Conclusion Supplementation with 1.5% of dietary FO can improve growth performance in cultured abalone. It is feasible to replace 75% of dietary FO with FlaxO and 50% of dietary FO with CO, without negative effect on growth performance. (C) 2012 Society of Chemical Industry","RAYYAN-INCLUSION: {""Malgorzata""=>""Included"", ""Rebecca""=>""Included""}",10.1002/jsfa.5905,"",,
