key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-229630379,"Comparative Responses of Orange-Foot and Common-Foot Haliotis gigantea to Carotenoid-Enriched Diets: Survival, Heat Tolerance, and Bacterial Resistance",2024,1,1,,,14,2,,Ke Y. and Liu S. and Zeng W. and Gao X. and Cai M. and You W.,,,,,"Carotenoids, known to enhance survival, heat tolerance, and bacterial resistance, play an essential role in the nutrition of economically important aquatic animals. This study specifically examined their impact as feed additives on the abalone Haliotis gigantea. We prepared 13 compound feeds with varying levels of astaxanthin, zeaxanthin, and ?-carotene, and administered them to both common-footed and orange-footed H. gigantea. The survival rate of H. gigantea was about 70–80%, with no significant differences in survival observed among the various carotenoid-supplemented feeding groups or when compared with the control group, nor between orange-footed and common-footed individuals. In heat attachment duration experiments, orange-foot abalones exhibited longer attachment durations with certain concentrations of astaxanthin and zeaxanthin, whereas common-foot abalones showed extended durations with astaxanthin, zeaxanthin, and ?-carotene, indicating that common-foot abalones might benefit more from these carotenoids. Additionally, our results showed similar patterns and levels of Vibrio harveyi AP37 resistance in both orange-footed and common-footed H. gigantea, suggesting a uniform response to carotenoid supplementation in their bacterial defense mechanisms. This study suggests the potential benefits of carotenoid supplementation in H. gigantea and contributes to the theoretical basis for developing high-quality artificial compound feeds. © 2024 by the authors.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Included"", ""James""=>""Included""} | RAYYAN-LABELS: No omega 3 in diets - low survival in all treatments | USER-NOTES: {""Malgorzata""=>[""cages""]}",10.3390/ani14020180,"",,
rayyan-229630383,Vitamin D3/VDR inhibits inflammation through NF-?B pathway accompanied by resisting apoptosis and inducing autophagy in abalone Haliotis discus hannai,2023,1,1,,,39,3,,Huang D. and Guo Y. and Li X. and Pan M. and Liu J. and Zhang W. and Mai K.,,,,,"Vitamin D3 is believed to be a contributing factor to innate immunity. Vitamin D receptor (VDR) has a positive effect on inhibiting nuclear factor ?B (NF-?B)-mediated inflammation. The underlying molecular mechanisms remain unclear, particularly in mollusks. Consequently, this study will investigate the process of vitamin D3/VDR regulating NF-?B pathway and further explore their functions on inflammation, autophagy, and apoptosis in abalone Haliotis discus hannai. Results showed that knockdown of VDR by using siRNA and dsRNA of VDR in vitro and in vivo led to more intense response of NF-?B signaling to lipopolysaccharide and higher level of apoptosis and autophagy. In addition, 1,25(OH)2D3 stimulation after VDR silencing could partially alleviate apoptosis and induce autophagy. Overexpression of VDR restricted the K48-polyubiquitin chain-dependent inhibitor of ?B (I?B) ubiquitination and apoptosis-associated speck-like protein containing CARD (ASC) oligomerization. Besides, VDR silencing resulted in increase of ASC speck formation. In further mechanistic studies, we showed that VDR can directly bind to I?B and IKK1 in vitro and in vivo. In the feeding trial, H&E staining, TUNEL, and electron microscope results showed that vitamin D3 deficiency (0 IU/kg) could recruit more basophilic cells and increase more TUNEL-positive apoptotic cells and lipid droplets (LDs) than vitamin D3 supplement (1000 IU/kg and 5000 IU/kg). In summary, abalone VDR plays a negative regulator role in NF-?B-mediated inflammation via interacting with I?B and inhibiting ubiquitin-dependent degradation of I?B. Vitamin D3 in combination with VDR is essential to establish a delicate balance between autophagy and apoptosis in response to inflammation. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""}",10.1007/s10565-021-09647-4,"",,
rayyan-229630387,"The growth performance, anti-oxidative capacity, immunity and resistance to heat stress of abalone Haliotis discus hannai can be improved by a mixture of herbs",2024,1,1,,,35,,,Wang R. and Chen H. and Fan W. and Yue P. and Zhang H. and Chen P. and Wu Z. and Mai K. and Zhang W.,,,,,"An 84-day feeding trial was carried out to assess the effects of dietary Chinese herbs mixture (CHM) on the growth performance, anti-oxidative capacity, immunity and resistance to heat stress of abalone Haliotis discus hannai. The CHM included, Scutellariae Radix (Scutellaria baicalensis, Gardeniae Fructus (Gardenia jasminoides), Artemisiae Scopariae Herba (Artemisia capillaris), Uncariae Ramulus Cum Uncis (Uncaria rhynchophylla), Polygoni Cuspidati Rhizoma et Radix (Polygonum cuspidatum). Six diets containing 0.00% (control group), 0.02%, 0.04%, 0.06%, 0.08% and 0.10% of CHM were formulated and fed to abalone (initial weight: 3.59 ± 0.03 g). The group with 0.04% of dietary CHM exhibited the highest weight gain rate (WGR), while the survival was not significantly affected by dietary CHM. The optimal level of dietary CHM for abalone was determined to be 0.049% on the basis of the quadratic regression model for WGR. Dietary CHM significantly elevated the activities of lipase, trypsin, cellulase, Na+/K+-ATPase, acid phosphatase, alkaline phosphatase and lysozyme and total anti-oxidative capacity. Besides, dietary CHM significantly reduced the malondialdehyde content and alanine amino transferase activity. The mRNA levels of cationic amino acid transporter 1 (cat1) and nuclear factor erythroid 2-related factor 2 (nrf2) were significantly up-regulated in the group with 0.04% of dietary CHM. While the mRNA levels of kelch-like ECH-associated protein 1 (keap1), nuclear factor-?b (nf-?b) and tumor necrosis factor-? (tnf-?) were decreased in dietary CHM supplemented groups. The glucose and cortisol content in the CFH and the falling rate of abalone were significantly lower in the CHM supplemented groups than that in the control group. In conclusion, dietary supplementation of CHM improved the growth performance, anti-oxidative capacity, immunity and the resistance to heat stress of abalone. The recommended level of CHM supplemented in diets for abalone was 0.049%. © 2024","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Included""} | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Malgorzata""=>[""cages""]}",10.1016/j.aqrep.2024.101931,"",,
rayyan-229630388,Investigating the Genetic and Dietary Factors Influencing Foot Muscle Color and Growth in Haliotis gigantea,2023,1,1,,,8,9,,Ke Y. and Zeng W. and Gao X. and Cai M. and You W.,,,,,"Haliotis gigantea, a commercially cultivated abalone in China, predominantly displays the pale-yellow-footed trait. However, a limited occurrence of the orange-footed muscle trait makes it a valuable candidate for breeding programs. In our research, we examined the inheritance pattern of the orange-footed trait and conducted a 90-day feeding trial for H. gigantea to compare the influence of formulated feed and macroalgae on pigment enrichment and growth rates. Our results suggest that the orange-footed trait has a recessive nature relative to its common counterpart and demonstrates stable inheritance. We also identified a significant correlation between color-difference values (a*) and total carotenoid content (TCC) (R2 = 0.955, p < 0.05), suggesting the TCC in abalone foot muscle can be estimated using the a* value. Furthermore, introducing carotenoids to formulated feed imparts an orange hue to the foot muscle, but this effect is inferior compared to using Gracilariopsis lemaneiformis with a similar carotenoid content. This suggests that H. gigantea has a higher absorption efficiency for the carotenoids from the macroalgae G. lemaneiformis compared to formulated feed. Growth assessments indicate that the formulated feed, enriched with higher crude protein than G. lemaneiformis, optimally supports H. gigantea growth. Our findings furnish valuable insights that could steer breeding strategies and feeding practices towards achieving the orange-footed muscle trait in H. gigantea. © 2023 by the authors.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug",10.3390/fishes8090443,"",,
rayyan-229630389,"Effects of different feeding patterns on growth, enzyme activity, and intestinal microbiome of the juvenile Pacific abalone Haliotis discus hannai",2024,1,1,,,39,,,Guo Z. and Hou X. and Chang L. and Du Z. and Shi K. and Song A. and Liang Z. and Gu J.,,,,,"In northern China, the predominant food sources for abalone farming include fresh kelp, salted kelp, and formulated diets, and abalone can also endure prolonged starvation when food is scarce. While there is a dearth of comprehensive investigation into the effects of these feeding patterns on the temporal dynamics of enzyme activity, and intestinal microbiome of abalone. In this study, a total of 3600 juvenile Pacific abalones were allocated to 12 tanks, randomly divided into four groups based on the feeding patterns: fresh kelp (labeled as FK), salted kelp (SK), formulated feed (FF), and starved group (S). After a 60-day feeding trial, the results showed that abalone in the FK, SK, and FF groups exhibited significant positive effects on both weight and shell growth compared to the S group (P<0.05). Notably, the FF group displayed the highest values of the growth performance. The activity of digestive enzymes and antioxidant enzymes in the FF group had an up-regulated trend over the course of feeding trial, whereas amylase and lipase activity in abalone declined along with starvation. Moreover, the microbial Shannon index showed an overall decreasing trend over time in the FF, FK, and SK groups except for the S group. The ANOSIM analysis revealed that both feeding pattern and cultivating time significantly influenced the structure of the microbial communities. Across the feeding trial, Proteobacteria, Fusobacteriota, and Firmicutes were identified as the dominant phyla in the intestinal microbiome of abalone under different feeding patterns. The core genera were Psychrilyobacter, Mycoplasma, and Vibrio. Additionally, the neutral model analysis revealed that stochastic processes both play a key role in shaping the assembly of microbial communities in different feeding patterns. This study could offer valuable insights into the impact of different feeding patterns on growth and physiology of abalone, thereby contributing to the enhancement of management strategies in the northern Chinese abalone aquaculture industry. © 2024 The Authors","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Excluded"", ""James""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug | USER-NOTES: {""Malgorzata""=>[""no supplementation""]}",10.1016/j.aqrep.2024.102427,"",,
rayyan-229630390,"Effects of dietary supplementation of Bacillus, ?-glucooligosaccharide and their synbiotic on the growth, digestion, immunity, and gut microbiota profile of abalone, Haliotis discus hannai",2024,1,1,,,35,,,Cadangin J. and Lee J.-H. and Jeon C.-Y. and Lee E.-S. and Moon J.-S. and Park S.-J. and Hur S.-W. and Jang W.-J. and Choi Y.-H.,,,,,"Probiotics, prebiotics, and synbiotics are known to improve aquatic animals' growth and health conditions. In this study, we investigated the effect of Bacillus sp. KRF-7 (KRF-7), Bacillus sp. PM8313 (PM8313), ?-glucooligosaccharide (BGO), and their synbiotics on the growth, digestive physiology, immunity, and gut microbiota of abalone, Haliotis discus hannai. The control diet (CON) was sprayed with 108 CFU/g KRF-7 (PRO1) or PM8313 (PRO2) as probiotics, 0.10% BGO (PRE) as prebiotic, and their combinations (SYN1: PRO1 + BGO; SYN2: PRO2+ BGO) as synbiotic treatments. These diets (triplicates) were given once daily to the abalone (initial body weight: 1.32 ± 0.05 g, initial shell length: 21. 69 ± 0.19 mm) for 12 weeks. The results showed that the PRE diet induced a significant 15% shell length and body weight increase against the CON (SLGR: 45.77% vs. 53.04%; WGR: 182.77% vs. 210.22%), the highest among dietary supplements (P < 0.05). The level of IGF and IGFBP in the cell-free hemolymph, protein expression of IGF signaling, and gene expression of myosin heavy chain in the adductor muscle increased significantly (P < 0.05) following dietary supplementation. Correspondingly, PRE-, PRO1-, and PRO2-fed abalone had the highest trypsin, lipase, and amylase secretion in the hepatopancreas (P < 0.05) and increased histomorphometry (stomach epithelial thickness and intestinal villi height) (P < 0.05). Regarding antioxidative capacity and immunity, the hepatopancreatic expression of SOD, CAT, IRAK-4, NF-Kb, TNF-?, and ?-defensin were significantly upregulated in abalone fed with dietary additives compared to the CON (P < 0.05). In terms of gut microbiota profile, PRE-fed abalone had a significant reduction in microbial richness (P < 0.05). The phylum level was similarly occupied, while a diet-specific core microbiota at the genus level was apparent. The findings illustrated that BGO, KRF-7, and PM8313 can be used in abalone aquaculture as growth-promoting and immune-stimulating supplements. © 2024 The Authors","RAYYAN-INCLUSION: {""Malgorzata""=>""Included"", ""Rebecca""=>""Included"", ""James""=>""Included""} | RAYYAN-LABELS: oxygen levels low enough to have major impacts on all abalone",10.1016/j.aqrep.2024.102027,"",,
rayyan-229630396,"Effect of dietary protein, vitamin E, and vitamin C levels on the growth and gonad development of hybrid male abalone (Haliotis fulgens ? × H. discus hannai ?) by the orthogonal array design",2023,1,1,,,31,5,,Wang L. and Yao Y. and Zhao Z. and Li L. and Gan H. and Desouky H.E. and Wang X. and Zhang Z.,,,,,"A natural feed of fresh seaweed and sixteen diets designed by L16 (43) orthogonal array were formulated to contain different levels of protein (200, 250, 300, and 350 g/kg), vitamin E (VE) (0, 0.1, 0.3, and 0.5 g/kg), and vitamin C (VC) (0, 0.5, 1, and 1.5 g/kg) to evaluate the effects of dietary protein, VE, VC, and their combination on growth and gonadal development of hybrid male abalone (Haliotis fulgens ? × H. discus hannai ?). Each diet was randomly assigned to triplicate groups of 18 abalones (34.27 ± 2.93 g) that were stocked in sea cages for 8 weeks. Results showed that the maximum weight gain (WG) and specific growth rate (SGR) were obtained in hybrid male abalone fed D10 diets. The highest gonad somatic index (GSI) value was found in the D14 diet. Moreover, the ANOVA results showed that only dietary protein could significantly affect the GSI of hybrid male abalones (P < 0.05). A significant difference was observed among the groups in terms of total protein, total cholesterol, triglyceride, acid phosphatase, and alkaline phosphatase (P < 0.05). The mRNA expression of vasa in the testis of D14 abalone was the lowest. Abalones fed the D14 diet had higher testosterone levels and sperm in the testis than those fed other diets. In conclusion, protein of 300 g/kg, VE of 0.1 g/kg, and VC of 1.5 g/kg (D10) and protein of 350 g/kg, VE of 0.1 g/kg, and VC of 1 g/kg (D14) might be the optimal combinations in the diet for growth and gonadal development of hybrid male abalones respectively. © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Maybe"", ""James""=>""Excluded""} | RAYYAN-LABELS: Violates context,Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong study design | USER-NOTES: {""Malgorzata""=>[""cages""]}",10.1007/s10499-023-01100-z,"",,
rayyan-229630405,"Effects of dietary eicosapentaenoic acid on the growth performance, fatty acid profile, immunity and heat tolerance of juvenile abalone Haliotis discus hannai Ino",2024,1,1,,,578,,,Lei K. and Liu C. and Sahandi J. and Cui Z. and Rao W. and Chen P. and Tabuariki B.B. and Mai K. and Zhang W.,,,,,"A 93-day growth trial was performed to evaluate the influences of graded dietary EPA levels (0.03% (control group), 0.24%, 0.63%, 1.07%, 1.72% and 2.25%) on the growth performance, immunity and heat tolerance of juvenile abalone Haliotis discus hannai with a mean initial weight of 4.15 ± 0.18 g. After the feeding trial, the findings found that the highest weight gain rate (WGR) belonged to the groups fed with 0.63% ? 1.72% of dietary EPA (P < 0.05). The lowest feed conversion ratio was distinguished in the groups with 0.63% ? 1.07% of dietary EPA (P < 0.05). Also, EPA supplementation in abalone feed increased the content of crude lipid in the soft body and the activity of lipase in the intestine (P < 0.05). The total antioxidative capacity increased when dietary EPA levels rose from 0.03% to 1.07%, and then decreased (P < 0.05). Furthermore, compared to the control group, the 0.24% and 0.24% ? 0.63% of dietary EPA significantly down-regulated the mRNA levels of I?B kinase and kelch-like ECH-associated protein 1, respectively (P < 0.05). However, nuclear factor-?B and interleukin 1 receptor-associated kinase 4 genes expression in the digestive gland were significantly up-regulated by the use of 1.72% and 2.25% of EPA in diet (P < 0.05). The mRNA levels of tumor necrosis factor ? and interleukin 16 were significantly up-regulated by the 2.25% of dietary EPA (P < 0.05). The 1.72% of dietary EPA significantly increased the falling rate of abalone after the heat stress compared with the control (P < 0.05). In conclusion, the optimal dietary EPA requirement of juvenile abalone was determined as 1.36% based on quadratic regression analysis against WGR. Moderate dietary EPA content (0.63% ? 1.07%) improved the immunity and heat resistance of abalone. Excessive dietary EPA content (1.72% ? 2.25%) decreased the growth, meanwhile, increasing the oxidative stress, inflammation and susceptibility of abalone to heat stress. © 2023 Elsevier B.V.","RAYYAN-INCLUSION: {""Malgorzata""=>""Excluded"", ""Rebecca""=>""Included"", ""James""=>""Included""} | RAYYAN-LABELS: anaesthetised with ethanol | USER-NOTES: {""Malgorzata""=>[""cages""]}",10.1016/j.aquaculture.2023.740015,"",,
rayyan-249832369,"Effects of the dietary administration of sodium alginate on the immune responses and disease resistance of Taiwan abalone, Haliotis diversicolor supertexta",2013,1,1,,,34,3,,"Cheng, W and Yu, JS",,,,,"Sodium alginate extracted from brown algae was reported to enhance the immune response and resistance of fish and shrimp. In this study, survival rates of the abalone, Haliotis diversicolor supertexta, against Vibrio parahaemolyticus, and its non-specific immune parameters such as the total haemocyte count (THC), phenoloxidase (PO) activity, respiratory bursts, superoxide dismutase (SOD) activity, phagocytic activity, and clearance efficiency to V. parahaemolyticus by H. diversicolor supertexta were determined when abalone (4.5 +/- 0.4 g) were fed diets containing sodium alginate at 0, 1.0, 2.0, and 3.0 g kg(-1). Abalone fed a diet containing sodium alginate at 2.0 and 3.0 g kg(-1) for 14 days and at 1.0 g kg(-1) for 21 days had significantly higher survival rates than those fed the control diet after challenge with V. parahaemolyticus. The relative survival percentages of abalone fed the 1.0, 2.0, and 3.0 g kg(-1) sodium alginate-containing diets for 14 and 21 days were 16.1%, 40.0%, and 48.0%, and 63.6%, 27.3% and 22.6%, respectively. The PO activity, respiratory bursts, SOD activity, and phagocytic activity and clearance efficiency of V. parahaemolyticus of abalone fed the sodium alginate-containing diets at 1.0, 2.0, and 3.0 g kg(-1) were significantly higher than those of abalone fed the control diet for 14 days. After 21 days, the PO activity, respiratory bursts, SOD activity, and phagocytic activity and clearance efficiency of V. parahaemolyticus by abalone fed the sodium alginate-containing diet at 1.0 g kg(-1) were significantly higher than those of abalone fed the other diets. It was concluded that sodium alginate can be used as an immunostimulant for abalone through dietary administration to enhance immune responses of abalone and resistance against V. parahaemolyticus, which were related to the dose and timing of administration. (c) 2013 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Rebecca""=>""Included""}",10.1016/j.fsi.2012.12.020,"",,
rayyan-249832370,Growth of post-weaning abalone Haliotis midae fed commercially available formulated feeds supplemented with fresh wild seaweed,2008,1,1,,,30,1,,"Dlaza, TS and Maneveldt, GW and Viljoen, C",,,,,"The effect of five formulated feeds supplemented with fresh wild seaweed on the growth of post-weaning juvenile abalone Haliotis midae (6-20 mm shell length) was investigated by means of a growth trial at a commercial abalone farm over a period of 11 months. The experiment included 10 diet treatments with two replicates each (n = 50 individuals per replicate). The first five diet treatments comprised four fishmeal-based formulated feeds: Abfeed (R), Adam & Amose (R) 'a', Adam & Amos (R) 'b' and Adam & Amos (R) 'c'; and an all-seaweed -based formulated pellet, FeedX. The additional five diet treatments comprised the formulated feeds above, supplemented with fresh wild seaweeds: the kelp Ecklonia maxima (5-15% protein) and Ulva lactuca (3.7-19.9% protein). The fishmeal-based protein feeds produced significantly better growth than the all-seaweed-based protein feed (FeedX: 0.49 +/- 0.03 specific growth rate [SGR]; 27.15 +/- 0.02 daily increment increase in shell length [DISL]; 0.864 final condition factor [CF]). Abfeed (R) (1.00 +/- 0.02 SGR; 60.79 +/- 0.04 DISL; 1.312 final CF) performed best of all the formulated feeds. Supplementation with fresh, wild seaweed, however, significantly improved growth of all abalone with supplemented Abfeed (R) (1.05 +/- 0.02 SGR; 63.61 +/- 0.05 DISL; 1.447 final CF), outperforming all supplemented feeds. A noteworthy observation was that the condition factor of abalone fed the feed that performed particularly poorly in the growth trials (FeedX) was dramatically improved by supplementation. It was shown that supplementation with fresh wild seaweed enhances the growth of abalone reared on formulated feeds.","RAYYAN-INCLUSION: {""Rebecca""=>""Excluded""} | RAYYAN-LABELS: Does not investigate dietary supplement | RAYYAN-EXCLUSION-REASONS: wrong drug | USER-NOTES: {""Rebecca""=>[""Macroalgae was used to replace fish meal in formulated feed (FEEDX), not a dietary supplement.""]}",10.2989/AJMS.2008.30.1.22.472,"",,
rayyan-249832371,"Effects of dietary copper on survival, growth and immune response of juvenile abalone, Haliotis discus hannai Ino",2009,1,1,,,297,1,,"Wang, WF and Mai, KS and Zhang, WB and Ai, QH and Yao, CF and Li, HT and Liufu, ZG",,,,,"A study was conducted to evaluate the effects of dietary copper (Cu) on the growth, survival, carcass composition and immune responses in juvenile abalone, Haliotis discus hannai. Six semi-purified diets containing graded levels of dietary copper (1.08, 3.76, 6.54, 14.80, 26.84 and 109.41 mg/kg diet) from CuSO4 center dot 5H(2)O were fed to juvenile abalone (initial shell length: 17.21 +/- 0.04 mm; initial body weight: 0.65 +/- 0.00 g) in triplicate groups for 24 weeks in a flow-through system. The results showed that no significant (P>0.05) differences were found in weight gain rate (WGR, %), daily increment in shell length (DISL mu m/day) and survival among the dietary treatments. However, Cu concentrations in abalone serum, hepatopancreas, muscle and newly grown shell showed a clear increasing trend with the supplementation of dietary Cu, and the concentrations were significantly (P<0.05) higher in abalone fed dietary Cu >= 26.84 mg/kg compared to those fed 1.08 mg Cu/kg. The crude lipid in abalone carcass decreased with increasing dietary Cu and was significantly (P<0.05) lower in abalone fed dietary Cu 26.84 mg/kg compared to the rest of the treatments. The activities of copper-zinc superoxide dismutase (CuZn SOD) in the hepatopancreas and serum were significantly increased when supplementation of dietary Cu reached 3.76 mg/kg diet, and 6.54 mg/kg diet provided maximum activity of serum phenoloxidase (PO). There was no significant difference for these enzyme activities when dietary Cu was over those values. The optimum requirement of juvenile abalone for dietary Cu was estimated to be 3-5 mg/kg diet by broken-line regression analysis, based on the activities of CuZn SOD and PO either in abalone hepatopancreas or serum. Deficiency of dietary Cu significantly depressed the immune responses in abalone. (c) 2009 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""Rebecca""=>""Included"", ""James""=>""Included""} | RAYYAN-LABELS: DO  = 81%",10.1016/j.aquaculture.2009.09.006,"",,
rayyan-249832375,"Dietary inclusion effect of citrus peel by-product as an additive on the growth performance, body composition, and various stress resistance of juvenile abalone (Haliotis discus) compared to ethoxyquin",2022,1,1,,,24,,,"Dai, QH and Cho, SH",,,,,"Dietary additive can effectively improve growth performance and stressor resistance of aquatic animals. Dietary inclusion effect of citrus peel by-product (CPB) as an additive on the growth, body composition, and various stress resistance of juvenile abalone (Haliotis discus) was investigated, and compared to commercial antioxidant (ethoxyquin). A total of 2880 juvenile (initial weight of 3.3 g) abalone were randomly assigned into 24 net cages. Seven formulated diets supplemented with 0, 5, 10, 20, 30, and 50 g/kg CPB and 0.01 g/kg ethoxyquin were formulated, and referred to as the CPB0, CPB5, CPB10, CPB20, CPB30, CPB50, and EQ diets, respectively. Finally, dry Saccharina japonica was prepared to compare the formulated diets on growth of abalone. All experimental diets were assigned to triplicate groups of abalone. Abalone were daily fed to satiation for 16 weeks. After the 16-week feeding trial, sixty abalone from each cage were subjected to the 20-h air, 12-h low salinity at 25 psu, and 20-h high temperature at 30 degrees C exposure stressors, respectively, and then survival was monitored. Abalone fed all formulated diets produced superior weight gain, specific growth rate (SGR), shell growth to abalone fed the S. japonica. Dietary inclusion levels of CPB linearly improved weight gain of abalone. However, there was no difference in chemical composition of the soft body of abalone fed all experimental diets. Diets supplemented with CPB or EQ improved survival of abalone when subjected to the 20-h air and high temperature exposures. In conclusion, CPB was a very effective additive as growth enhancer as well as stress reducer in abalone diet. Abalone fed the CPB50 diet attained the highest weight gain, SGR, and stress resistance subjected to the 20-h air and high temperature exposures.","RAYYAN-INCLUSION: {""Rebecca""=>""Included"", ""James""=>""Included""}",10.1016/j.aqrep.2022.101187,"",,
rayyan-249832376,"Effects of Bacillus lincheniformis feeding frequency on the growth, digestion and immunity of Haliotis discus hannai",2020,1,1,,,96,,,"Gao, XL and Ke, CH and Wu, FC and Li, X and Liu, Y",,,,,"To study the effects of Bacillus lincheniformis feeding frequency on the survival and growth of Haliods discus hannai abalone, we measured the expression levels of nonspecific immune genes and monitored the anti-Vibrio parahaemolyticus immune reaction. H. discus hannai (shell length: 32.75 +/- 2.63 mm, body weight: 4.91 +/- 0.34 g) was selected to perform a 70 d laboratory culture experiment including a 14 d V. parahaemolyticus artificial infection experiment. The control group (C) was fed normal commercial feed every day. The M1 experimental group was given experimental feed and basal feed on alternating days until the end of the experiment. The M2 experimental group was given experimental feed for 4 d and basal feed for 3 d, and this cycle was repeated every 7 d until the end of the experiment. The M3 experimental group was given experimental feed for 2 d and basal feed for 5 d, and this cycle was repeated every 7 d until the end of the experiment. The M4 group was continuously given experimental feed for the duration of the experiment. The concentration of added B. lincheniformis in each experimental group was 10(5) cfu/g (according to the quantity of viable bacteria). The specific growth rate (as measured by body weight) and the feed conversion efficiency of the abalone in M1 and M2 were significantly higher than those in M4 and C (P < 0.05). The cellulose and lipase activities of abalone in M1, M2 or M4 were significantly higher than those in M3 or C (P < 0.05). The acid phosphatase, superoxide dismutase, total haemocyte counts, 02- levels generated by respiratory bursts, and the expression levels of Mn-SOD, TPx, GST(s), and GST(m), in abalone in the M2 group were significantly higher than those in any other feeding frequency group (P < 0.05). At the end of the V. parahaemolyticus infection, the cumulative mortality of the abalone in M2 was significantly lower than that in any other group (P < 0.05). Consequently, given the growth advantages and the enhancement of immune function, the feeding plan in which B. lincheniformis was applied for 4 d per week, and basal feed was then applied for 3 d, did not lead to a high level of immune reaction, immune fatigue or waste of resources, but increased the growth rate of individuals and their resistance to V. parahaemolyticus infection.","RAYYAN-INCLUSION: {""Rebecca""=>""Included"", ""James""=>""Included""} | RAYYAN-LABELS: oxygen levels low enough to have major impacts on all abalone",10.1016/j.fsi.2019.11.038,"",,
rayyan-249832379,SURVIVAL AND FEEDING OF GREENLIP ABALONE (HALIOTIS LAEVIGATA) IN RESPONSE TO A COMMERCIALLY AVAILABLE DIETARY ADDITIVE AT HIGH WATER TEMPERATURE,2017,1,1,,,36,3,,"Buss, JJ and Harris, JO and Currie, KL and Stone, DAJ",,,,,"Elevated mortality, triggered by increased water temperatures (> 22 degrees C) and associated factors, is a significant issue for land-based abalone farms in southern Australia. The aim of this study was to test the efficacy of the commercial animal feed product Orego-Stim (OS), containing oregano essential oil in reducing the mortality of 3-y-old greenlip abalone (Haliotis laevigata) exposed to high water temperature (25 degrees C). Inclusion levels of 0.0 (commercial control diet), 0.5%, 1.0%, 2.0%, and 4.0% OS were added into a commercial feed formulation and diets were fed to 3-y-old greenlip abalone (67.98 g, 77.01 mm shell length) at two water temperatures (22 degrees C and 25 degrees C) for 47 days. Survival and immune parameters including phagocytic activity, total hemocyte count (THC), and activities of the enzymes superoxide dismutase (SOD) and catalase (CAT) were measured. Survival was high at 22 degrees C with no significant differences in mortality between treatments. Irrespective of this, exposure to elevated water temperature (25 degrees C) resulted in significantly higher mortalities for all diet treatments (P < 0.05), without any effect of diet. Low ferric reducing antioxidant potential values were observed for all diets. Phagocytic activity remained stable for all temperature and OS treatments (48.82% +/- 1.31%). The dietary inclusion of OS and increased water temperature increased the THC compared with the commercial control diet treatment at 22 degrees C. Superoxide dismutase was significantly elevated in greenlip abalone fed the commercial control (0.56 +/- 0.08 U mL(-1)), and CAT was significantly higher when fed the 4.0% OS diet treatment at 25 degrees C (18.93 +/- 2.25 nmol min(-1) mL(-1)). Despite failing to increase survival, OS significantly enhanced feed intake at both temperatures at 2.0% and 4.0% compared with the commercial control diet treatment, highlighting its ability as a feeding stimulant (P < 0.05).","RAYYAN-INCLUSION: {""Rebecca""=>""Included""}",10.2983/035.036.0326,"",,
